# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);5.500
# Site longitude (positive means East);-76.250
# Site altitude (m);1052
# Date beginning;2021-08-01
# Date end;2021-08-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-08-01;01:00;295.56;96.69;897.94;1.02;257.49;0.575995;0.000000;0.000000;0.0000
2021-08-01;02:00;295.28;97.25;898.64;1.02;249.02;0.568916;0.000000;0.000000;0.0000
2021-08-01;03:00;295.07;97.43;899.03;1.04;245.07;0.596360;0.000000;0.000000;0.0000
2021-08-01;04:00;294.86;97.48;899.23;0.99;245.51;0.602365;0.000000;0.000000;0.0000
2021-08-01;05:00;294.57;97.32;899.14;0.91;245.44;0.573629;0.000000;0.000000;0.0000
2021-08-01;06:00;294.20;96.85;898.92;0.76;236.71;0.458248;0.000000;0.000000;0.0000
2021-08-01;07:00;293.92;96.67;898.61;0.73;223.98;0.394763;0.000000;0.000000;0.0000
2021-08-01;08:00;293.64;96.43;898.41;0.70;209.31;0.304474;0.000000;0.000000;0.0000
2021-08-01;09:00;293.25;96.67;898.44;0.65;189.17;0.251171;0.000000;0.000000;0.0000
2021-08-01;10:00;292.87;96.76;898.64;0.66;161.38;0.224323;0.000000;0.000000;0.0000
2021-08-01;11:00;292.40;96.79;898.87;0.90;130.77;0.142476;0.000000;0.000000;0.0432
2021-08-01;12:00;292.61;95.95;898.96;1.22;109.31;0.034369;0.000000;0.000000;74.7229
