# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);5.000
# Site longitude (positive means East);-75.000
# Site altitude (m);1472
# Date beginning;2021-08-01
# Date end;2021-08-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-08-01;01:00;293.31;78.33;854.10;1.95;211.79;0.001884;0.000000;0.000000;0.0000
2021-08-01;02:00;292.67;80.83;854.65;2.07;213.51;0.000211;0.000000;0.000000;0.0000
2021-08-01;03:00;292.06;83.02;854.98;2.14;216.39;0.000184;0.000000;0.000000;0.0000
2021-08-01;04:00;291.47;85.23;855.20;2.17;219.93;0.000191;0.000000;0.000000;0.0000
2021-08-01;05:00;290.74;87.82;855.25;2.15;224.26;0.000189;0.000000;0.000000;0.0000
2021-08-01;06:00;290.17;89.21;855.09;2.15;227.46;0.000250;0.000000;0.000000;0.0000
2021-08-01;07:00;289.67;90.47;854.80;1.98;233.27;0.000183;0.000000;0.000000;0.0000
2021-08-01;08:00;289.12;92.23;854.66;1.85;237.06;0.000492;0.000000;0.000000;0.0000
2021-08-01;09:00;288.71;93.30;854.79;1.77;237.59;0.003948;0.000000;0.000000;0.0000
2021-08-01;10:00;288.48;93.63;855.23;1.67;239.25;0.010684;0.000000;0.000000;0.0000
2021-08-01;11:00;288.30;93.86;855.74;1.61;241.34;0.017641;0.000000;0.000000;0.4419
2021-08-01;12:00;289.16;91.52;856.15;1.89;244.70;0.019042;0.000000;0.000000;90.7910
2021-08-01;13:00;290.91;85.66;856.39;2.41;230.63;0.016315;0.000000;0.000000;297.1479
2021-08-01;14:00;293.58;72.54;856.19;2.71;200.86;0.060381;0.000000;0.000000;578.7507
2021-08-01;15:00;296.22;59.98;855.82;2.98;183.29;0.118994;0.000000;0.000000;773.7508
2021-08-01;16:00;298.05;53.54;855.36;3.17;182.50;0.258488;0.000000;0.000000;902.9943
2021-08-01;17:00;299.13;50.35;854.65;3.45;183.71;0.622525;0.000000;0.000000;877.2215
2021-08-01;18:00;299.48;49.68;853.82;3.85;185.67;0.797619;0.000000;0.000000;733.7056
2021-08-01;19:00;298.98;52.09;853.23;4.15;190.02;0.839900;0.000000;0.000000;510.2153
2021-08-01;20:00;298.04;56.26;853.06;4.07;194.31;0.849386;0.000000;0.000000;318.4981
2021-08-01;21:00;296.92;61.53;853.12;3.56;198.42;1.054684;0.000000;0.000000;188.7627
2021-08-01;22:00;295.77;67.56;853.46;2.76;202.43;1.165770;0.000000;0.000000;101.7302
2021-08-01;23:00;294.60;74.51;854.12;1.86;207.42;1.044709;0.000000;0.000000;29.1851
2021-08-01;24:00;293.52;79.78;855.00;1.54;213.21;0.691129;0.000000;0.000000;0.1288
2021-08-02;01:00;292.98;80.70;855.57;1.76;214.52;0.184790;0.000000;0.000000;0.0000
2021-08-02;02:00;292.38;80.39;855.77;1.99;213.87;0.010585;0.000000;0.000000;0.0000
2021-08-02;03:00;291.77;80.76;855.85;2.07;213.23;0.000948;0.000000;0.000000;0.0000
2021-08-02;04:00;291.37;80.89;855.96;2.18;216.62;0.000907;0.000000;0.000000;0.0000
2021-08-02;05:00;290.96;81.60;855.92;2.19;226.10;0.001139;0.000000;0.000000;0.0000
2021-08-02;06:00;290.59;82.06;855.84;2.24;229.40;0.004774;0.000000;0.000000;0.0000
2021-08-02;07:00;290.36;82.36;855.73;2.20;226.96;0.030306;0.000000;0.000000;0.0000
2021-08-02;08:00;289.98;83.86;855.59;2.02;226.10;0.036116;0.000000;0.000000;0.0000
2021-08-02;09:00;289.55;85.72;855.43;1.89;227.96;0.033857;0.000000;0.000000;0.0000
2021-08-02;10:00;289.28;86.96;855.38;2.08;223.79;0.032433;0.000000;0.000000;0.0000
2021-08-02;11:00;289.05;88.14;855.56;2.21;221.90;0.047800;0.000000;0.000000;0.3551
2021-08-02;12:00;289.60;85.64;855.90;2.78;221.28;0.068349;0.000000;0.000000;74.1006
2021-08-02;13:00;291.09;78.44;856.53;3.83;209.75;0.088383;0.000000;0.000000;255.0133
2021-08-02;14:00;292.53;72.35;857.00;4.14;199.45;0.138912;0.000000;0.000000;439.3963
2021-08-02;15:00;293.91;66.88;857.03;4.17;191.82;0.249713;0.000000;0.000000;622.4953
2021-08-02;16:00;295.28;61.66;856.65;4.33;187.21;0.287788;0.000000;0.000000;776.9724
2021-08-02;17:00;296.40;57.54;855.99;4.50;186.01;0.339796;0.000000;0.000000;839.2103
2021-08-02;18:00;297.05;55.18;855.20;4.59;186.19;0.365431;0.000000;0.000000;804.4587
2021-08-02;19:00;297.22;54.54;854.44;4.54;187.04;0.336798;0.000000;0.000000;703.6976
2021-08-02;20:00;297.04;55.18;853.87;4.38;188.42;0.254430;0.000000;0.000000;584.1873
2021-08-02;21:00;296.58;57.03;853.58;4.01;191.31;0.164267;0.000000;0.000000;439.9499
2021-08-02;22:00;295.77;60.84;853.61;3.51;195.94;0.110743;0.000000;0.000000;273.4637
2021-08-02;23:00;294.30;69.46;854.07;2.34;200.50;0.060010;0.000000;0.000000;82.3029
2021-08-02;24:00;292.36;78.12;854.77;2.04;203.40;0.017513;0.000000;0.000000;0.3926
2021-08-03;01:00;291.51;81.18;855.47;2.21;203.69;0.002323;0.000000;0.000000;0.0000
2021-08-03;02:00;290.76;83.83;856.08;2.35;204.33;0.000808;0.000000;0.000000;0.0000
2021-08-03;03:00;290.09;85.72;856.54;2.45;208.55;0.000758;0.000000;0.000000;0.0000
2021-08-03;04:00;289.67;86.67;856.93;2.53;216.89;0.001642;0.000000;0.000000;0.0000
2021-08-03;05:00;289.34;87.20;856.95;2.64;222.83;0.012422;0.000000;0.000000;0.0000
2021-08-03;06:00;289.09;87.71;856.63;2.69;225.29;0.040483;0.000000;0.000000;0.0000
2021-08-03;07:00;288.77;88.67;856.20;2.56;224.61;0.031470;0.000000;0.000000;0.0000
2021-08-03;08:00;288.40;89.88;855.80;2.30;222.05;0.008652;0.000000;0.000000;0.0000
2021-08-03;09:00;288.02;91.13;855.68;2.19;220.10;0.008244;0.000000;0.000000;0.0000
2021-08-03;10:00;287.78;92.12;855.78;2.32;219.60;0.013830;0.000000;0.000000;0.0000
2021-08-03;11:00;287.58;93.05;855.95;2.42;218.73;0.016075;0.000000;0.000000;0.3571
