# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);5.000
# Site longitude (positive means East);-76.250
# Site altitude (m);1019
# Date beginning;2021-08-01
# Date end;2021-08-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-08-01;01:00;296.48;85.44;900.45;0.76;273.60;0.401358;0.000000;0.000000;0.0000
2021-08-01;02:00;295.95;87.05;901.23;0.57;274.65;0.381618;0.000000;0.000000;0.0000
2021-08-01;03:00;295.28;89.77;901.66;0.40;282.96;0.360806;0.000000;0.000000;0.0000
2021-08-01;04:00;294.80;91.72;901.82;0.34;302.00;0.332807;0.000000;0.000000;0.0000
2021-08-01;05:00;294.37;92.64;901.69;0.22;327.09;0.295046;0.000000;0.000000;0.0000
2021-08-01;06:00;293.76;93.53;901.43;0.24;54.06;0.221885;0.000000;0.000000;0.0000
2021-08-01;07:00;293.32;93.75;901.20;0.34;86.52;0.172962;0.000000;0.000000;0.0000
2021-08-01;08:00;292.95;93.82;901.00;0.48;102.45;0.161159;0.000000;0.000000;0.0000
2021-08-01;09:00;292.50;94.49;901.03;0.70;106.41;0.170919;0.000000;0.000000;0.0000
2021-08-01;10:00;292.03;95.07;901.23;0.94;103.67;0.156864;0.000000;0.000000;0.0000
2021-08-01;11:00;291.57;95.09;901.46;1.15;104.55;0.115610;0.000000;0.000000;0.0341
2021-08-01;12:00;292.27;93.85;901.55;1.33;101.44;0.045924;0.000000;0.000000;84.0306
2021-08-01;13:00;294.16;88.22;901.51;1.77;101.29;0.015515;0.000000;0.000000;307.7488
2021-08-01;14:00;296.61;75.67;901.46;1.59;118.36;0.036629;0.000000;0.000000;539.7493
2021-08-01;15:00;299.17;62.24;901.86;0.52;153.26;0.175686;0.000000;0.000000;759.4987
2021-08-01;16:00;300.90;55.78;901.68;0.81;236.39;0.296439;0.000000;0.000000;892.7490
2021-08-01;17:00;301.85;53.70;900.84;1.33;239.69;0.228960;0.000000;0.000000;949.9959
2021-08-01;18:00;302.05;54.30;900.09;1.81;247.25;0.371757;0.000000;0.000000;868.9960
2021-08-01;19:00;301.03;59.34;899.79;2.47;259.87;0.657031;0.000000;0.000000;552.5049
2021-08-01;20:00;299.46;67.72;899.66;2.65;267.13;1.545781;0.000000;0.000000;340.1341
2021-08-01;21:00;298.12;75.06;899.47;2.04;266.51;2.687271;0.000000;0.000000;192.1965
2021-08-01;22:00;297.26;79.82;899.58;1.23;255.66;3.704310;0.000000;0.000000;91.4128
2021-08-01;23:00;296.58;83.51;900.20;0.48;217.52;4.989982;0.000000;0.000000;20.6505
