# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);4.999
# Site longitude (positive means East);-75.625
# Site altitude (m);2138
# Date beginning;2021-08-01
# Date end;2021-08-30
# Time reference (hour);UT
# Summarization (period of integration);Hour (h)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2021-08-01;01:00;289.42;87.92;791.15;1.09;138.93;0.071472;0.000000;0.000000;0.0000
2021-08-01;02:00;288.82;89.78;791.68;1.23;139.86;0.060245;0.000000;0.000000;0.0000
2021-08-01;03:00;288.28;91.36;791.87;1.21;140.72;0.051622;0.000000;0.000000;0.0000
2021-08-01;04:00;287.80;92.35;791.89;1.15;136.10;0.044106;0.000000;0.000000;0.0000
2021-08-01;05:00;287.37;92.78;791.74;1.20;128.18;0.039831;0.000000;0.000000;0.0000
2021-08-01;06:00;286.73;93.72;791.47;1.12;121.84;0.026324;0.000000;0.000000;0.0000
2021-08-01;07:00;286.35;93.98;791.15;1.05;118.17;0.022478;0.000000;0.000000;0.0000
2021-08-01;08:00;286.09;94.06;790.94;1.09;117.94;0.015183;0.000000;0.000000;0.0000
2021-08-01;09:00;285.73;94.52;790.96;1.17;118.42;0.008255;0.000000;0.000000;0.0000
2021-08-01;10:00;285.27;95.34;791.21;1.23;115.78;0.008228;0.000000;0.000000;0.0000
2021-08-01;11:00;284.85;95.97;791.55;1.36;113.43;0.010616;0.000000;0.000000;0.1850
2021-08-01;12:00;285.45;94.03;791.80;1.64;113.70;0.012099;0.000000;0.000000;95.2780
2021-08-01;13:00;287.39;88.14;791.94;2.21;117.39;0.016296;0.000000;0.000000;314.9012
2021-08-01;14:00;290.18;74.98;791.75;2.92;122.22;0.026936;0.000000;0.000000;581.3529
2021-08-01;15:00;292.71;61.88;791.77;2.82;122.18;0.050280;0.000000;0.000000;781.1579
2021-08-01;16:00;294.35;55.12;791.84;2.50;124.83;0.129121;0.000000;0.000000;915.8687
2021-08-01;17:00;295.35;51.93;791.39;2.38;129.18;0.368794;0.000000;0.000000;940.9858
2021-08-01;18:00;295.88;50.80;790.71;2.28;134.15;0.610512;0.000000;0.000000;860.1500
2021-08-01;19:00;295.35;53.69;790.27;1.93;142.40;0.890020;0.000000;0.000000;571.2876
2021-08-01;20:00;294.23;59.18;790.07;1.59;152.22;1.416757;0.000000;0.000000;343.1100
2021-08-01;21:00;293.05;64.99;790.00;1.52;153.02;1.727098;0.000000;0.000000;219.4642
2021-08-01;22:00;292.02;70.13;790.22;1.56;146.31;1.598541;0.000000;0.000000;121.3435
2021-08-01;23:00;290.99;75.58;790.80;1.48;139.54;1.201318;0.000000;0.000000;37.2428
2021-08-01;24:00;289.97;81.45;791.44;1.34;135.41;0.632097;0.000000;0.000000;0.3451
2021-08-02;01:00;289.30;83.91;791.79;1.41;132.89;0.136727;0.000000;0.000000;0.0000
2021-08-02;02:00;288.84;84.78;791.93;1.53;133.22;0.066142;0.000000;0.000000;0.0000
2021-08-02;03:00;288.38;85.94;792.07;1.38;134.22;0.046174;0.000000;0.000000;0.0000
2021-08-02;04:00;287.76;88.67;792.27;0.98;137.47;0.054671;0.000000;0.000000;0.0000
2021-08-02;05:00;287.29;90.44;792.26;0.76;142.92;0.070117;0.000000;0.000000;0.0000
2021-08-02;06:00;286.90;91.42;791.94;0.77;138.76;0.077905;0.000000;0.000000;0.0000
2021-08-02;07:00;286.41;93.25;791.55;0.84;125.97;0.056118;0.000000;0.000000;0.0000
2021-08-02;08:00;286.00;94.16;791.24;1.00;119.34;0.037931;0.000000;0.000000;0.0000
2021-08-02;09:00;285.75;93.89;791.03;1.20;118.05;0.018270;0.000000;0.000000;0.0000
2021-08-02;10:00;285.48;93.66;790.94;1.31;121.41;0.009196;0.000000;0.000000;0.0000
